Angles	physical
Incidence	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30	30	60	60	60	60	60	60	60	60
Emergence	20	40	60	70	20	40	60	70	0	20	40	60	70	20	40	60	70	0	20	40	70	20	40	60	70
Azimuth  	0	0	0	0	180	180	180	180	0	0	0	0	0	180	180	180	180	0	0	0	0	180	180	180	180
wavelength_nm	Refl_NH4-Jarosite_i0e20a0	Err_NH4-Jarosite_i0e20a0	Refl_NH4-Jarosite_i0e40a0	Err_NH4-Jarosite_i0e40a0	Refl_NH4-Jarosite_i0e60a0	Err_NH4-Jarosite_i0e60a0	Refl_NH4-Jarosite_i0e70a0	Err_NH4-Jarosite_i0e70a0	Refl_NH4-Jarosite_i0e20a180	Err_NH4-Jarosite_i0e20a180	Refl_NH4-Jarosite_i0e40a180	Err_NH4-Jarosite_i0e40a180	Refl_NH4-Jarosite_i0e60a180	Err_NH4-Jarosite_i0e60a180	Refl_NH4-Jarosite_i0e70a180	Err_NH4-Jarosite_i0e70a180	Refl_NH4-Jarosite_i30e0a0	Err_NH4-Jarosite_i30e0a0	Refl_NH4-Jarosite_i30e20a0	Err_NH4-Jarosite_i30e20a0	Refl_NH4-Jarosite_i30e40a0	Err_NH4-Jarosite_i30e40a0	Refl_NH4-Jarosite_i30e60a0	Err_NH4-Jarosite_i30e60a0	Refl_NH4-Jarosite_i30e70a0	Err_NH4-Jarosite_i30e70a0	Refl_NH4-Jarosite_i30e20a180	Err_NH4-Jarosite_i30e20a180	Refl_NH4-Jarosite_i30e40a180	Err_NH4-Jarosite_i30e40a180	Refl_NH4-Jarosite_i30e60a180	Err_NH4-Jarosite_i30e60a180	Refl_NH4-Jarosite_i30e70a180	Err_NH4-Jarosite_i30e70a180	Refl_NH4-Jarosite_i60e0a0	Err_NH4-Jarosite_i60e0a0	Refl_NH4-Jarosite_i60e20a0	Err_NH4-Jarosite_i60e20a0	Refl_NH4-Jarosite_i60e40a0	Err_NH4-Jarosite_i60e40a0	Refl_NH4-Jarosite_i60e70a0	Err_NH4-Jarosite_i60e70a0	Refl_NH4-Jarosite_i60e20a180	Err_NH4-Jarosite_i60e20a180	Refl_NH4-Jarosite_i60e40a180	Err_NH4-Jarosite_i60e40a180	Refl_NH4-Jarosite_i60e60a180	Err_NH4-Jarosite_i60e60a180	Refl_NH4-Jarosite_i60e70a180	Err_NH4-Jarosite_i60e70a180
1190.000000	0.332870	0.000905	0.331316	0.000846	0.335844	0.000903	0.334473	0.001029	0.331639	0.000891	0.315665	0.000905	0.322586	0.000949	0.318565	0.001048	0.328664	0.000875	0.337443	0.000873	0.366590	0.000893	0.330529	0.000805	0.315516	0.000907	0.339078	0.000886	0.369330	0.000953	0.407776	0.001078	0.431216	0.001160	0.332933	0.000789	0.325787	0.000767	0.442228	0.000993	0.441086	0.001077	0.377026	0.000974	0.471668	0.000894	0.680410	0.001371	0.928951	0.001698	
1200.000000	0.335313	0.000839	0.332728	0.000771	0.337120	0.000803	0.336978	0.001021	0.333864	0.000792	0.317625	0.000907	0.324300	0.000895	0.320113	0.000834	0.330640	0.000901	0.339264	0.000822	0.369255	0.000939	0.334181	0.000876	0.317580	0.000816	0.341563	0.000805	0.371124	0.000861	0.410153	0.001007	0.433728	0.001160	0.335173	0.000781	0.327387	0.000727	0.443505	0.001041	0.442178	0.001069	0.379756	0.000964	0.473610	0.000882	0.683017	0.001118	0.931971	0.001513	
1210.000000	0.337698	0.000785	0.335751	0.000833	0.339417	0.000741	0.338908	0.000898	0.336383	0.000874	0.320188	0.000872	0.327312	0.000858	0.323577	0.000788	0.333222	0.000808	0.341422	0.000806	0.372152	0.000790	0.333801	0.001293	0.318403	0.000905	0.343587	0.000828	0.374500	0.000869	0.412930	0.000964	0.436632	0.001205	0.337538	0.000733	0.329627	0.000671	0.445319	0.000942	0.444806	0.000881	0.382818	0.000784	0.476125	0.000864	0.685715	0.001201	0.934123	0.001588	
1220.000000	0.340234	0.000775	0.338356	0.000770	0.340904	0.001174	0.341746	0.000872	0.339703	0.000779	0.324126	0.000841	0.329212	0.000901	0.325399	0.000965	0.337090	0.000943	0.344891	0.000732	0.375204	0.000814	0.338502	0.000752	0.320682	0.000946	0.346519	0.000745	0.377055	0.000874	0.415625	0.000941	0.439096	0.001017	0.341266	0.000939	0.332561	0.000650	0.446652	0.000906	0.447885	0.001046	0.385519	0.000835	0.478343	0.000851	0.687646	0.001099	0.941572	0.001704	
1230.000000	0.343434	0.000811	0.341348	0.000843	0.345948	0.000805	0.343159	0.000828	0.342303	0.000751	0.327408	0.000746	0.331409	0.001055	0.328385	0.000751	0.339541	0.000728	0.349152	0.000934	0.378510	0.000873	0.341570	0.000912	0.323743	0.000856	0.348612	0.001191	0.379334	0.000826	0.419581	0.001064	0.441738	0.001041	0.342912	0.000689	0.335632	0.000672	0.450486	0.000912	0.451921	0.000890	0.388701	0.000803	0.481339	0.000899	0.691422	0.001268	0.941752	0.001392	
1240.000000	0.347198	0.000846	0.344888	0.000793	0.348418	0.000801	0.348262	0.000807	0.346356	0.000819	0.332279	0.000822	0.336166	0.000818	0.331483	0.000806	0.343358	0.000791	0.351766	0.000731	0.382044	0.000880	0.344946	0.000704	0.327650	0.000768	0.353658	0.000764	0.383171	0.000842	0.422004	0.000786	0.446187	0.001006	0.346752	0.000757	0.338062	0.000775	0.453664	0.000968	0.455804	0.000917	0.392577	0.000822	0.485177	0.000893	0.695987	0.001149	0.945594	0.001442	
1250.000000	0.351031	0.001069	0.349682	0.000794	0.352954	0.000842	0.349642	0.000853	0.350876	0.000939	0.337282	0.000790	0.339628	0.000740	0.333625	0.000765	0.347412	0.000809	0.356341	0.000700	0.386879	0.000767	0.349219	0.000792	0.330971	0.000691	0.357699	0.000715	0.387353	0.000796	0.425699	0.000894	0.448213	0.001343	0.350801	0.000707	0.343119	0.000646	0.457683	0.000844	0.459899	0.001025	0.396368	0.000728	0.489968	0.000836	0.699182	0.001185	0.950899	0.001712	
1260.000000	0.357371	0.000758	0.355014	0.000750	0.357722	0.000808	0.355703	0.000825	0.356086	0.000780	0.342164	0.000926	0.343953	0.000747	0.341059	0.000805	0.353007	0.000749	0.361343	0.000717	0.392545	0.000760	0.354074	0.000703	0.334423	0.000950	0.363646	0.000734	0.392587	0.000848	0.431724	0.001209	0.454322	0.000847	0.355951	0.000671	0.347993	0.000681	0.463554	0.000874	0.463803	0.000962	0.401503	0.000964	0.493607	0.000826	0.703134	0.001411	0.955045	0.001389	
1270.000000	0.364390	0.000768	0.361459	0.000763	0.364553	0.000756	0.362675	0.000867	0.362965	0.000763	0.348739	0.000792	0.351172	0.000723	0.345935	0.000821	0.359877	0.000757	0.368997	0.000724	0.400286	0.000751	0.359659	0.000690	0.340561	0.000685	0.370050	0.000761	0.398886	0.000894	0.437560	0.000895	0.460898	0.000924	0.362299	0.000628	0.354417	0.000666	0.470492	0.000888	0.469248	0.001586	0.407818	0.000805	0.500683	0.000787	0.710608	0.000981	0.961501	0.001476	
1280.000000	0.372748	0.000734	0.369720	0.000706	0.372409	0.000773	0.369974	0.000846	0.371091	0.000793	0.357044	0.000716	0.358082	0.000796	0.352233	0.000823	0.367505	0.000726	0.376483	0.000723	0.407556	0.001174	0.368104	0.000805	0.348032	0.000892	0.377981	0.000800	0.407620	0.000752	0.444803	0.000875	0.469379	0.000987	0.370166	0.000754	0.361344	0.000635	0.480790	0.001080	0.479556	0.000925	0.415487	0.000735	0.508842	0.000784	0.719173	0.001141	0.970098	0.001461	
1290.000000	0.382134	0.000770	0.378814	0.000688	0.381331	0.000737	0.377399	0.000934	0.380084	0.000717	0.365924	0.000845	0.366735	0.000773	0.359933	0.000861	0.376940	0.000692	0.385666	0.000753	0.418345	0.000806	0.377255	0.000787	0.355595	0.000654	0.387464	0.000738	0.416540	0.000802	0.453154	0.000878	0.478213	0.000826	0.378574	0.000699	0.370017	0.000596	0.488540	0.000843	0.488867	0.000916	0.424047	0.000758	0.517375	0.000856	0.726475	0.000924	0.978700	0.001364	
1300.000000	0.392085	0.000719	0.389148	0.000721	0.390601	0.000795	0.388176	0.000976	0.390015	0.000693	0.375682	0.000854	0.375958	0.000800	0.369516	0.000922	0.386421	0.000761	0.395931	0.000778	0.428401	0.000820	0.386807	0.000690	0.363534	0.000631	0.397500	0.000723	0.425918	0.000759	0.462524	0.000820	0.486076	0.000900	0.387761	0.000693	0.379413	0.000676	0.498679	0.000875	0.497221	0.000921	0.433928	0.000681	0.526603	0.000766	0.736966	0.001186	0.990135	0.001549	
1310.000000	0.402715	0.000710	0.399257	0.000713	0.400840	0.000866	0.396966	0.000703	0.401126	0.000710	0.387385	0.000934	0.385919	0.000625	0.377915	0.000687	0.397766	0.000738	0.406943	0.000657	0.440505	0.000682	0.396679	0.000651	0.373133	0.000578	0.407916	0.000661	0.436344	0.000670	0.472868	0.000816	0.497029	0.000818	0.397762	0.000588	0.389315	0.000600	0.510781	0.000697	0.509173	0.000820	0.443916	0.000660	0.536800	0.000730	0.746832	0.000998	1.000626	0.001356	
1320.000000	0.415474	0.000637	0.411840	0.000613	0.411512	0.000697	0.407983	0.000649	0.413025	0.000682	0.397721	0.000734	0.396672	0.000685	0.387315	0.000880	0.409680	0.000681	0.419057	0.000677	0.452173	0.000803	0.407241	0.000703	0.384294	0.000608	0.419784	0.000663	0.448239	0.000677	0.483771	0.000813	0.507392	0.000914	0.408866	0.000603	0.399823	0.000603	0.523883	0.000681	0.520892	0.000789	0.454686	0.000658	0.547952	0.000731	0.758148	0.000983	1.012474	0.001408	
1330.000000	0.425365	0.000647	0.421253	0.000709	0.421102	0.000670	0.416468	0.000653	0.423067	0.000710	0.407770	0.000685	0.404620	0.000629	0.397352	0.000636	0.419689	0.000671	0.428081	0.000722	0.462807	0.000659	0.416329	0.000546	0.392233	0.000529	0.428818	0.000747	0.457368	0.000707	0.492899	0.000823	0.515440	0.000866	0.417717	0.000571	0.408634	0.000530	0.535544	0.000789	0.530439	0.000696	0.463880	0.000665	0.555963	0.000796	0.766574	0.001005	1.019246	0.001305	
1340.000000	0.435566	0.000709	0.432534	0.000705	0.430985	0.000647	0.425103	0.000786	0.433934	0.000691	0.417640	0.000687	0.414575	0.000612	0.406208	0.000857	0.429706	0.000748	0.438793	0.000683	0.473710	0.000776	0.426369	0.000683	0.400217	0.000588	0.439760	0.000655	0.467844	0.000740	0.502651	0.000845	0.525237	0.000804	0.427646	0.000618	0.418140	0.000615	0.546921	0.000711	0.539431	0.000717	0.473401	0.000673	0.565892	0.000704	0.775867	0.001062	1.030814	0.001491	
1350.000000	0.450276	0.000703	0.445111	0.000777	0.443515	0.000742	0.437663	0.000676	0.449978	0.000749	0.432331	0.000736	0.429032	0.000915	0.417395	0.000733	0.444809	0.000696	0.453230	0.000680	0.488330	0.000731	0.439662	0.000594	0.412559	0.000594	0.454970	0.000708	0.484180	0.000711	0.518591	0.000809	0.540712	0.000827	0.439448	0.000683	0.430326	0.000584	0.563240	0.000745	0.553224	0.000689	0.485987	0.000762	0.579062	0.000729	0.792175	0.000966	1.048217	0.001571	
1360.000000	0.462481	0.000790	0.455715	0.000799	0.453448	0.000775	0.449083	0.000787	0.462810	0.000834	0.447066	0.001039	0.440137	0.000813	0.430733	0.000749	0.456124	0.000840	0.463838	0.000850	0.498054	0.000810	0.448456	0.000858	0.420884	0.000696	0.467162	0.000751	0.497934	0.000849	0.531640	0.001072	0.555946	0.001036	0.446667	0.000757	0.438619	0.000683	0.572340	0.000868	0.558554	0.000918	0.493045	0.000844	0.585737	0.000852	0.798959	0.001152	1.053876	0.001528	
1370.000000	0.462055	0.000814	0.456063	0.000759	0.452510	0.000703	0.444450	0.000700	0.461326	0.000814	0.447443	0.000852	0.438489	0.000763	0.429606	0.000737	0.455094	0.000811	0.462331	0.000776	0.497850	0.000795	0.445947	0.000666	0.419132	0.000765	0.465518	0.000780	0.495194	0.000851	0.527570	0.000966	0.553305	0.000891	0.446279	0.000664	0.436294	0.000624	0.568476	0.000825	0.558072	0.000840	0.490888	0.000705	0.581249	0.000846	0.788551	0.001105	1.040573	0.001584	
1380.000000	0.483051	0.000867	0.476006	0.000867	0.472255	0.000760	0.467633	0.000794	0.484055	0.000836	0.465844	0.000777	0.459557	0.000837	0.450314	0.000770	0.477358	0.000812	0.484900	0.000762	0.519638	0.000885	0.467852	0.000731	0.438352	0.000709	0.488560	0.000749	0.518626	0.000886	0.552208	0.000964	0.576228	0.001132	0.465423	0.000731	0.457502	0.000669	0.594562	0.000841	0.579818	0.001068	0.512317	0.000824	0.605704	0.000816	0.821002	0.001138	1.077760	0.001622	
1390.000000	0.482191	0.000713	0.475995	0.000744	0.471712	0.000753	0.462049	0.001529	0.481619	0.000772	0.465280	0.000719	0.457043	0.000776	0.449234	0.001351	0.475978	0.000735	0.483471	0.000719	0.519487	0.000788	0.465756	0.000824	0.440631	0.001194	0.486292	0.000697	0.514889	0.000718	0.546461	0.000832	0.571008	0.000996	0.465707	0.000672	0.455465	0.000601	0.592076	0.000769	0.578637	0.000806	0.511569	0.000683	0.602762	0.000764	0.813396	0.000966	1.067425	0.001476	
1400.000000	0.488485	0.000750	0.481073	0.000806	0.476499	0.000701	0.469578	0.000778	0.488019	0.000837	0.471209	0.000700	0.461917	0.000740	0.451654	0.000676	0.482366	0.000765	0.490000	0.000707	0.524967	0.000762	0.471402	0.000669	0.440895	0.000699	0.492389	0.000731	0.520514	0.000825	0.552340	0.000952	0.574231	0.000867	0.470227	0.000690	0.460543	0.000661	0.599189	0.000745	0.582096	0.000826	0.516669	0.000715	0.606883	0.000807	0.818440	0.001004	1.072411	0.001457	
1410.000000	0.489838	0.000813	0.482629	0.000679	0.477004	0.000736	0.471030	0.000838	0.488558	0.000787	0.472880	0.000696	0.463629	0.000651	0.452507	0.000942	0.483667	0.000691	0.490960	0.000694	0.526970	0.000721	0.472557	0.000637	0.442018	0.000703	0.493220	0.000693	0.521482	0.000732	0.553259	0.000810	0.575066	0.000900	0.472031	0.000662	0.462102	0.000621	0.600123	0.000706	0.582569	0.000927	0.517079	0.000668	0.608195	0.000731	0.817375	0.001159	1.071843	0.001471	
1420.000000	0.491072	0.000724	0.483633	0.000627	0.478574	0.000627	0.471844	0.000702	0.489420	0.000782	0.473398	0.000665	0.463926	0.000619	0.452626	0.000808	0.484518	0.000726	0.492760	0.000713	0.528184	0.000748	0.474058	0.000631	0.444707	0.000632	0.494368	0.000719	0.522407	0.000688	0.554912	0.000676	0.576413	0.000917	0.473500	0.000593	0.464377	0.000571	0.602291	0.000786	0.585948	0.000648	0.520031	0.000669	0.611467	0.000696	0.823287	0.001005	1.079670	0.001207	
1430.000000	0.485085	0.000669	0.477998	0.000703	0.473586	0.000624	0.467589	0.000721	0.483705	0.000699	0.466879	0.000695	0.458650	0.000667	0.447008	0.000624	0.478898	0.000671	0.486559	0.000603	0.522270	0.000711	0.469029	0.000636	0.440477	0.000630	0.488479	0.000671	0.516309	0.000737	0.549368	0.000771	0.570534	0.000852	0.469221	0.000576	0.459873	0.000586	0.597257	0.000695	0.581058	0.000676	0.515576	0.000636	0.607955	0.000709	0.822080	0.000952	1.079212	0.001281	
1440.000000	0.466429	0.000649	0.460254	0.000686	0.457298	0.000685	0.452070	0.000675	0.464605	0.000669	0.448696	0.000733	0.441815	0.000594	0.432467	0.000704	0.460359	0.000671	0.468371	0.000687	0.503431	0.000663	0.452799	0.000573	0.424851	0.000678	0.469743	0.000664	0.498280	0.000671	0.532115	0.000758	0.552443	0.000843	0.453016	0.000630	0.444105	0.000628	0.578206	0.000674	0.565435	0.000788	0.500137	0.000630	0.593451	0.000756	0.807551	0.000978	1.065376	0.001176	
1450.000000	0.438336	0.000682	0.433132	0.000654	0.431927	0.000651	0.426869	0.000763	0.437432	0.000683	0.422949	0.000665	0.417213	0.000565	0.408758	0.000766	0.433013	0.000610	0.441189	0.000686	0.475250	0.000612	0.428549	0.000597	0.402585	0.000548	0.443095	0.000653	0.472201	0.000733	0.507808	0.000753	0.529549	0.000808	0.428182	0.000595	0.419729	0.000557	0.547836	0.000722	0.539584	0.000704	0.475225	0.000700	0.569822	0.000734	0.784279	0.001022	1.043107	0.001432	
1460.000000	0.403801	0.000603	0.399302	0.000610	0.399964	0.000594	0.394641	0.001030	0.403220	0.000744	0.390855	0.000658	0.387790	0.000576	0.379448	0.000721	0.399565	0.000612	0.407831	0.000647	0.439983	0.000591	0.396375	0.000641	0.372162	0.000693	0.410264	0.000616	0.439800	0.000640	0.477069	0.000732	0.498900	0.000723	0.397104	0.000551	0.389067	0.000522	0.510406	0.000631	0.507999	0.000642	0.443754	0.000607	0.539712	0.000687	0.755944	0.001005	1.015446	0.001413	
1470.000000	0.365381	0.000629	0.361775	0.000790	0.364430	0.000654	0.362738	0.000622	0.365051	0.000724	0.354157	0.000791	0.353571	0.000614	0.347399	0.000803	0.362722	0.000577	0.370861	0.000598	0.400599	0.000694	0.361972	0.000654	0.341674	0.000560	0.373746	0.000707	0.404021	0.000718	0.442173	0.000735	0.464663	0.000693	0.362565	0.000558	0.355255	0.000553	0.467505	0.000638	0.470116	0.000716	0.409055	0.000626	0.505017	0.000751	0.721224	0.000921	0.980361	0.001418	
1480.000000	0.331364	0.000697	0.328251	0.000568	0.331738	0.000631	0.332153	0.000638	0.330818	0.000703	0.322263	0.000582	0.321746	0.000570	0.317671	0.000631	0.328444	0.000593	0.335832	0.000627	0.364219	0.000772	0.329718	0.000579	0.311091	0.000714	0.339691	0.000627	0.370689	0.000621	0.409465	0.000827	0.432633	0.000748	0.330110	0.000551	0.322842	0.000487	0.426720	0.000937	0.436185	0.000749	0.376389	0.000610	0.473270	0.000645	0.688996	0.000953	0.946029	0.001361	
1490.000000	0.305475	0.000905	0.301978	0.000648	0.306680	0.000608	0.307266	0.000560	0.303495	0.000904	0.297235	0.000631	0.296813	0.000588	0.294480	0.000719	0.302206	0.000609	0.309502	0.000666	0.336340	0.000681	0.304500	0.000602	0.287753	0.000596	0.313768	0.000641	0.344518	0.000757	0.384083	0.000707	0.407394	0.000672	0.306084	0.000560	0.297982	0.000827	0.396722	0.000676	0.408612	0.000689	0.351377	0.000706	0.448353	0.000684	0.663093	0.000946	0.919222	0.001326	
1500.000000	0.286580	0.000634	0.284708	0.000657	0.289445	0.000641	0.291624	0.000578	0.286322	0.000613	0.280149	0.000573	0.282967	0.000987	0.279186	0.000642	0.285048	0.000578	0.290878	0.000712	0.316821	0.000649	0.288276	0.000615	0.272454	0.000577	0.295117	0.000915	0.326818	0.000615	0.366695	0.000732	0.387163	0.001561	0.289738	0.000564	0.282316	0.000520	0.375415	0.000673	0.388949	0.000913	0.334811	0.000568	0.431157	0.000783	0.646059	0.000975	0.902654	0.001203	
1510.000000	0.275058	0.000622	0.273316	0.000592	0.278774	0.000619	0.280298	0.000567	0.275482	0.000726	0.269654	0.000621	0.270118	0.000742	0.269760	0.000788	0.273583	0.000603	0.280112	0.000616	0.304900	0.000657	0.276861	0.000605	0.260651	0.000598	0.284557	0.000604	0.315422	0.000647	0.355061	0.000686	0.379401	0.000713	0.277967	0.000716	0.272159	0.000535	0.362184	0.000699	0.378243	0.000688	0.323887	0.000593	0.419905	0.000759	0.635316	0.000922	0.891127	0.001307	
1520.000000	0.267233	0.000622	0.265353	0.000616	0.272239	0.000613	0.274130	0.000621	0.267816	0.000604	0.262217	0.000578	0.264407	0.000632	0.261768	0.000613	0.265832	0.000622	0.272487	0.000680	0.297342	0.000623	0.270302	0.000554	0.255113	0.000591	0.277650	0.000606	0.307965	0.000634	0.348620	0.000797	0.372642	0.000822	0.271853	0.000538	0.264594	0.000594	0.352872	0.000639	0.368555	0.000704	0.316996	0.000672	0.412195	0.000740	0.628464	0.000916	0.882689	0.001315	
1530.000000	0.262985	0.000629	0.260871	0.000644	0.266390	0.000702	0.269248	0.000666	0.263367	0.000605	0.258180	0.000674	0.259327	0.000607	0.258590	0.000657	0.261680	0.000645	0.267903	0.000642	0.292443	0.000665	0.264729	0.000590	0.250222	0.000675	0.272765	0.000612	0.303121	0.000618	0.343799	0.000669	0.366419	0.000927	0.267405	0.000613	0.260697	0.000536	0.347492	0.000700	0.364096	0.000733	0.312458	0.000643	0.408181	0.000732	0.625030	0.001088	0.879042	0.001339	
1540.000000	0.259641	0.000630	0.257820	0.000645	0.263345	0.000655	0.265741	0.000694	0.259688	0.000738	0.254587	0.000581	0.257009	0.000665	0.256011	0.000716	0.258147	0.000663	0.264364	0.000613	0.288522	0.000684	0.262480	0.000703	0.247902	0.000643	0.269452	0.000663	0.299806	0.000669	0.340049	0.000761	0.363747	0.000744	0.264470	0.000605	0.257470	0.000591	0.343565	0.000782	0.359281	0.000683	0.308817	0.000625	0.405447	0.000678	0.621635	0.000942	0.876111	0.001382	
1550.000000	0.255265	0.000656	0.253793	0.000632	0.259177	0.000708	0.263723	0.000615	0.255880	0.000711	0.251234	0.000626	0.253052	0.000655	0.251710	0.000638	0.254170	0.000697	0.260283	0.000703	0.284632	0.000706	0.257764	0.000539	0.243838	0.000721	0.265616	0.000696	0.295689	0.000733	0.336309	0.000816	0.360154	0.000807	0.260695	0.000627	0.253360	0.000542	0.338908	0.000675	0.355699	0.000813	0.305342	0.000677	0.401657	0.000838	0.618310	0.001064	0.872915	0.001333	
1560.000000	0.250296	0.000668	0.248620	0.000638	0.254457	0.000661	0.256652	0.000665	0.250708	0.000810	0.246196	0.000646	0.247978	0.000658	0.246357	0.000750	0.248732	0.000754	0.255120	0.000666	0.278625	0.000711	0.253209	0.000631	0.239120	0.000701	0.260307	0.000689	0.290556	0.000665	0.330981	0.000812	0.355255	0.000772	0.255433	0.000687	0.248072	0.000537	0.331776	0.000737	0.348929	0.000915	0.299895	0.000683	0.396422	0.000770	0.612626	0.000959	0.864256	0.001686	
1570.000000	0.245070	0.000688	0.244097	0.000667	0.250332	0.000620	0.250219	0.001113	0.245007	0.000757	0.242413	0.000699	0.243874	0.000668	0.242063	0.000668	0.243782	0.000633	0.250372	0.000666	0.272792	0.000775	0.247843	0.000685	0.232470	0.000820	0.255746	0.000706	0.285582	0.000699	0.326620	0.000968	0.350526	0.001110	0.250834	0.000624	0.243099	0.000598	0.326329	0.000749	0.344057	0.000634	0.295388	0.000667	0.391021	0.000793	0.607818	0.001023	0.861239	0.001449	
1580.000000	0.242699	0.000683	0.240501	0.000673	0.247729	0.000631	0.250076	0.000697	0.242631	0.000746	0.240514	0.000702	0.241459	0.000603	0.240349	0.000677	0.241489	0.000722	0.247051	0.000688	0.270295	0.000683	0.245526	0.000605	0.231911	0.000637	0.252885	0.000703	0.283143	0.000769	0.321914	0.001196	0.347654	0.000746	0.248261	0.000635	0.241201	0.000588	0.322412	0.000712	0.341325	0.000852	0.293340	0.000728	0.388237	0.000764	0.603047	0.001720	0.859479	0.001247	
1590.000000	0.242414	0.000714	0.241000	0.000723	0.247862	0.000742	0.249301	0.000636	0.241537	0.000699	0.240202	0.000667	0.240400	0.000714	0.239941	0.000724	0.241008	0.000712	0.246465	0.000671	0.270645	0.000744	0.245005	0.000659	0.231470	0.000684	0.252789	0.000732	0.282710	0.000701	0.323659	0.000853	0.348406	0.000786	0.247787	0.000629	0.240970	0.000634	0.322256	0.000710	0.338970	0.000839	0.292786	0.000755	0.388430	0.000794	0.604598	0.001185	0.858773	0.001390	
1600.000000	0.247840	0.000270	0.245193	0.000287	0.252723	0.000288	0.259066	0.000545	0.249205	0.000317	0.246059	0.000430	0.247746	0.000466	0.246554	0.000295	0.247232	0.000245	0.253936	0.000255	0.269204	0.000413	0.251812	0.000378	0.236618	0.000513	0.258327	0.000288	0.288846	0.000385	0.328692	0.000405	0.336066	0.000298	0.250260	0.000262	0.246413	0.000240	0.329925	0.000385	0.345420	0.000305	0.293500	0.000258	0.381410	0.000328	0.578597	0.000437	0.808865	0.000532	
1610.000000	0.249513	0.000271	0.247049	0.000243	0.255525	0.000441	0.260184	0.000249	0.251059	0.000347	0.247224	0.000263	0.248658	0.000226	0.247603	0.000263	0.248845	0.000261	0.255547	0.000238	0.270526	0.000269	0.252867	0.000231	0.239429	0.000270	0.259833	0.000267	0.289862	0.000293	0.329868	0.000275	0.337585	0.000344	0.251634	0.000240	0.247882	0.000210	0.332561	0.000292	0.346968	0.000278	0.295414	0.000258	0.383850	0.000299	0.581699	0.000410	0.812363	0.000512	
1620.000000	0.252293	0.000269	0.249529	0.000257	0.257129	0.000261	0.262232	0.000276	0.253955	0.000302	0.250113	0.000242	0.251128	0.000241	0.250176	0.000287	0.251755	0.000276	0.258171	0.000263	0.273562	0.000267	0.255764	0.000245	0.242598	0.000219	0.262692	0.000253	0.292938	0.000285	0.332489	0.000305	0.341166	0.000419	0.254330	0.000225	0.250499	0.000213	0.336098	0.000279	0.350012	0.000272	0.298100	0.000292	0.387286	0.000267	0.587109	0.000380	0.819071	0.000546	
1630.000000	0.254848	0.000254	0.252417	0.000258	0.259921	0.000248	0.264896	0.000317	0.256589	0.000270	0.252939	0.000251	0.253768	0.000241	0.252562	0.000277	0.254656	0.000269	0.261175	0.000262	0.276609	0.000257	0.258645	0.000253	0.245527	0.000223	0.265578	0.000274	0.295701	0.000280	0.335952	0.000323	0.343847	0.000327	0.257326	0.000253	0.253315	0.000224	0.339496	0.000328	0.353404	0.000262	0.301267	0.000251	0.390738	0.000296	0.591884	0.000422	0.825314	0.000537	
1640.000000	0.258304	0.000281	0.255842	0.000262	0.263210	0.000241	0.267770	0.000263	0.260283	0.000325	0.256304	0.000268	0.256998	0.000258	0.255635	0.000290	0.257821	0.000293	0.264566	0.000257	0.280465	0.000279	0.261781	0.000280	0.247645	0.000310	0.268911	0.000278	0.299512	0.000268	0.339171	0.000371	0.347573	0.000356	0.260572	0.000233	0.256558	0.000236	0.343853	0.000295	0.356778	0.000300	0.304745	0.000273	0.394396	0.000274	0.596894	0.000414	0.830255	0.000496	
1650.000000	0.263051	0.000287	0.260079	0.000301	0.267469	0.000276	0.271946	0.000224	0.264447	0.000301	0.260667	0.000249	0.261404	0.000300	0.260012	0.000311	0.262030	0.000269	0.269235	0.000281	0.284799	0.000273	0.266495	0.000298	0.252216	0.000222	0.273518	0.000251	0.303890	0.000296	0.343631	0.000317	0.352194	0.000327	0.264563	0.000231	0.260819	0.000210	0.349108	0.000294	0.361545	0.000287	0.309059	0.000257	0.398732	0.000297	0.602521	0.000431	0.836392	0.000476	
1660.000000	0.268336	0.000277	0.265259	0.000257	0.272263	0.000275	0.276763	0.000243	0.269528	0.000290	0.265643	0.000267	0.265905	0.000261	0.264095	0.000355	0.267447	0.000274	0.274378	0.000248	0.290207	0.000274	0.271232	0.000292	0.257071	0.000239	0.278595	0.000292	0.309183	0.000290	0.348498	0.000279	0.357075	0.000387	0.269584	0.000247	0.265491	0.000224	0.355147	0.000274	0.367550	0.000358	0.314230	0.000250	0.403978	0.000287	0.608758	0.000445	0.843280	0.000562	
1670.000000	0.273597	0.000273	0.270755	0.000280	0.277035	0.000233	0.281809	0.000383	0.274763	0.000315	0.270792	0.000286	0.271075	0.000247	0.269141	0.000307	0.272854	0.000281	0.279876	0.000261	0.295729	0.000286	0.276619	0.000287	0.261989	0.000243	0.284028	0.000273	0.314343	0.000301	0.354348	0.000297	0.362570	0.000346	0.274680	0.000238	0.270786	0.000238	0.361854	0.000282	0.373393	0.000297	0.319140	0.000258	0.409566	0.000309	0.614536	0.000433	0.849808	0.000537	
