Angles	physical
Incidence	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30	30	60	60	60	60	60	60	60	60
Emergence	20	40	60	70	20	40	60	70	0	20	40	60	70	20	40	60	70	0	20	40	70	20	40	60	70
Azimuth  	0	0	0	0	180	180	180	180	0	0	0	0	0	180	180	180	180	0	0	0	0	180	180	180	180
wavelength_nm	Refl_NH4-Jarosite_i0e20a0	Err_NH4-Jarosite_i0e20a0	Refl_NH4-Jarosite_i0e40a0	Err_NH4-Jarosite_i0e40a0	Refl_NH4-Jarosite_i0e60a0	Err_NH4-Jarosite_i0e60a0	Refl_NH4-Jarosite_i0e70a0	Err_NH4-Jarosite_i0e70a0	Refl_NH4-Jarosite_i0e20a180	Err_NH4-Jarosite_i0e20a180	Refl_NH4-Jarosite_i0e40a180	Err_NH4-Jarosite_i0e40a180	Refl_NH4-Jarosite_i0e60a180	Err_NH4-Jarosite_i0e60a180	Refl_NH4-Jarosite_i0e70a180	Err_NH4-Jarosite_i0e70a180	Refl_NH4-Jarosite_i30e0a0	Err_NH4-Jarosite_i30e0a0	Refl_NH4-Jarosite_i30e20a0	Err_NH4-Jarosite_i30e20a0	Refl_NH4-Jarosite_i30e40a0	Err_NH4-Jarosite_i30e40a0	Refl_NH4-Jarosite_i30e60a0	Err_NH4-Jarosite_i30e60a0	Refl_NH4-Jarosite_i30e70a0	Err_NH4-Jarosite_i30e70a0	Refl_NH4-Jarosite_i30e20a180	Err_NH4-Jarosite_i30e20a180	Refl_NH4-Jarosite_i30e40a180	Err_NH4-Jarosite_i30e40a180	Refl_NH4-Jarosite_i30e60a180	Err_NH4-Jarosite_i30e60a180	Refl_NH4-Jarosite_i30e70a180	Err_NH4-Jarosite_i30e70a180	Refl_NH4-Jarosite_i60e0a0	Err_NH4-Jarosite_i60e0a0	Refl_NH4-Jarosite_i60e20a0	Err_NH4-Jarosite_i60e20a0	Refl_NH4-Jarosite_i60e40a0	Err_NH4-Jarosite_i60e40a0	Refl_NH4-Jarosite_i60e70a0	Err_NH4-Jarosite_i60e70a0	Refl_NH4-Jarosite_i60e20a180	Err_NH4-Jarosite_i60e20a180	Refl_NH4-Jarosite_i60e40a180	Err_NH4-Jarosite_i60e40a180	Refl_NH4-Jarosite_i60e60a180	Err_NH4-Jarosite_i60e60a180	Refl_NH4-Jarosite_i60e70a180	Err_NH4-Jarosite_i60e70a180
700.000000	0.686130	0.000103	0.671850	0.000068	0.655511	0.000059	0.639262	0.000073	0.678343	0.000115	0.622420	0.000069	0.629197	0.000069	0.607837	0.000070	0.670478	0.000426	0.678854	0.000060	0.725461	0.000076	0.642110	0.000053	0.610069	0.000045	0.675997	0.000063	0.700017	0.000074	0.720482	0.000095	0.732886	0.000108	0.647451	0.000068	0.632537	0.000074	0.867936	0.000079	0.750343	0.000094	0.688867	0.000077	0.761401	0.000081	0.964288	0.000336	1.219465	0.000227	
710.000000	0.671207	0.000068	0.657655	0.000085	0.643199	0.000080	0.627188	0.000100	0.663778	0.000076	0.609830	0.000059	0.616546	0.000066	0.597063	0.000062	0.655676	0.000078	0.665298	0.000399	0.711224	0.000062	0.629892	0.000083	0.599379	0.000055	0.662500	0.000069	0.687179	0.000084	0.708787	0.000140	0.721582	0.000102	0.635440	0.000356	0.620898	0.000066	0.852540	0.000069	0.739640	0.000099	0.676972	0.000429	0.751370	0.000050	0.955256	0.000144	1.210479	0.000188	
720.000000	0.656657	0.000452	0.643091	0.000100	0.629294	0.000063	0.614548	0.000068	0.649774	0.000499	0.597173	0.000066	0.603745	0.000066	0.584509	0.000054	0.640295	0.000083	0.649296	0.000075	0.695231	0.000059	0.616782	0.000051	0.586187	0.000076	0.647500	0.000440	0.672567	0.000081	0.695400	0.000086	0.709116	0.000079	0.620039	0.000053	0.606969	0.000045	0.834746	0.000072	0.726250	0.000100	0.662016	0.000062	0.739335	0.000461	0.941799	0.000142	1.196891	0.000223	
730.000000	0.640261	0.000072	0.628642	0.000087	0.615857	0.000051	0.601678	0.000053	0.633259	0.000075	0.583801	0.000064	0.590875	0.000039	0.572314	0.000081	0.625190	0.000083	0.634117	0.000057	0.679036	0.000069	0.602963	0.000094	0.573145	0.000055	0.631459	0.000061	0.658110	0.000053	0.682277	0.000077	0.696109	0.000166	0.605973	0.000058	0.593458	0.000327	0.815479	0.000099	0.712903	0.000076	0.647168	0.000079	0.724734	0.000104	0.928793	0.000138	1.182287	0.000244	
740.000000	0.624891	0.000110	0.613605	0.000064	0.601708	0.000049	0.588286	0.000060	0.618389	0.000091	0.570094	0.000047	0.577841	0.000066	0.559952	0.000056	0.610129	0.000096	0.619160	0.000060	0.663896	0.000055	0.589466	0.000053	0.560304	0.000045	0.616912	0.000089	0.644017	0.000075	0.668554	0.000069	0.683918	0.000066	0.592483	0.000074	0.579146	0.000064	0.798399	0.000145	0.700008	0.000053	0.633558	0.000056	0.711870	0.000069	0.916061	0.000084	1.170669	0.000201	
750.000000	0.608314	0.000051	0.597826	0.000055	0.587109	0.000082	0.574599	0.000059	0.602110	0.000073	0.555672	0.000061	0.564231	0.000052	0.547191	0.000049	0.594281	0.000065	0.603770	0.000058	0.648348	0.000424	0.575709	0.000060	0.547657	0.000055	0.601614	0.000082	0.629162	0.000046	0.655852	0.000164	0.671231	0.000070	0.578264	0.000067	0.565584	0.000054	0.780934	0.000058	0.687252	0.000072	0.620118	0.000070	0.699400	0.000089	0.904100	0.000079	1.158473	0.000153	
760.000000	0.589490	0.000057	0.579723	0.000058	0.570402	0.000142	0.559100	0.000092	0.583350	0.000052	0.539057	0.000084	0.548304	0.000135	0.532142	0.000057	0.576874	0.000070	0.586000	0.000081	0.629002	0.000076	0.560576	0.000112	0.533167	0.000037	0.584096	0.000084	0.612867	0.000394	0.640502	0.000086	0.656050	0.000075	0.561936	0.000045	0.550187	0.000059	0.761016	0.000097	0.673174	0.000065	0.604562	0.000053	0.685276	0.000108	0.892302	0.000723	1.147104	0.000295	
770.000000	0.566731	0.000078	0.558077	0.000080	0.550903	0.000088	0.540223	0.000080	0.561509	0.000061	0.518480	0.000056	0.529570	0.000054	0.514858	0.000044	0.555337	0.000054	0.565225	0.000080	0.607063	0.000056	0.541894	0.000050	0.515943	0.000049	0.563110	0.000045	0.591879	0.000051	0.621758	0.000075	0.637937	0.000127	0.542874	0.000049	0.531653	0.000070	0.737075	0.000096	0.655273	0.000069	0.585951	0.000040	0.668626	0.000079	0.876024	0.000153	1.131582	0.000119	
780.000000	0.541074	0.000083	0.533126	0.000073	0.527302	0.000031	0.518279	0.000070	0.536122	0.000050	0.495954	0.000087	0.507639	0.000042	0.494142	0.000046	0.530795	0.000047	0.540780	0.000082	0.581222	0.000196	0.520308	0.000048	0.495494	0.000035	0.539123	0.000052	0.568325	0.000157	0.600114	0.000056	0.617124	0.000071	0.520562	0.000087	0.510040	0.000095	0.707765	0.000102	0.634194	0.000080	0.563848	0.000055	0.647614	0.000067	0.856540	0.000128	1.112408	0.000112	
790.000000	0.513486	0.000042	0.506210	0.000069	0.502362	0.000053	0.494439	0.000041	0.508889	0.000037	0.471130	0.000095	0.484020	0.000053	0.471795	0.000043	0.504237	0.000060	0.514298	0.000048	0.553876	0.000044	0.496072	0.000036	0.473099	0.000042	0.512715	0.000070	0.543330	0.000050	0.575809	0.000046	0.593968	0.000049	0.496143	0.000068	0.486095	0.000037	0.676049	0.000062	0.610568	0.000041	0.539548	0.000062	0.624732	0.000097	0.833561	0.000093	1.090146	0.000169	
800.000000	0.486450	0.000192	0.479897	0.000061	0.477435	0.000054	0.470856	0.000045	0.482452	0.000151	0.446780	0.000061	0.460819	0.000046	0.450140	0.000034	0.478097	0.000070	0.488212	0.000056	0.526629	0.000080	0.472120	0.000050	0.450600	0.000051	0.486993	0.000072	0.517916	0.000059	0.552258	0.000046	0.571550	0.000043	0.471174	0.000056	0.462662	0.000116	0.644783	0.000050	0.586876	0.000086	0.515516	0.000091	0.601760	0.000056	0.810392	0.000223	1.066506	0.000158	
810.000000	0.456502	0.000051	0.450358	0.000058	0.449402	0.000047	0.444006	0.000042	0.452957	0.000052	0.419903	0.000068	0.433605	0.000043	0.423997	0.000043	0.448152	0.000037	0.457883	0.000151	0.495269	0.000042	0.444211	0.000039	0.423400	0.000039	0.457464	0.000047	0.488267	0.000036	0.524227	0.000055	0.543835	0.000080	0.443753	0.000068	0.435354	0.000036	0.606677	0.000059	0.558567	0.000064	0.487425	0.000060	0.573073	0.000060	0.780782	0.000124	1.033504	0.000201	
820.000000	0.429425	0.000037	0.424247	0.000045	0.424689	0.000055	0.420571	0.000043	0.426352	0.000039	0.397248	0.000067	0.410343	0.000036	0.401806	0.000048	0.422458	0.000120	0.432554	0.000045	0.468284	0.000031	0.419966	0.000042	0.400238	0.000047	0.431953	0.000050	0.463304	0.000033	0.500278	0.000067	0.520626	0.000094	0.419672	0.000174	0.411198	0.000030	0.574085	0.000105	0.533934	0.000038	0.462664	0.000032	0.549704	0.000042	0.756778	0.000061	1.010519	0.000150	
830.000000	0.404656	0.000046	0.400122	0.000043	0.401646	0.000058	0.398183	0.000030	0.401924	0.000049	0.375630	0.000046	0.388158	0.000064	0.380941	0.000056	0.398185	0.000046	0.408066	0.000046	0.442825	0.000069	0.397477	0.000037	0.378914	0.000035	0.408092	0.000057	0.439408	0.000072	0.477200	0.000052	0.498163	0.000045	0.397645	0.000238	0.389010	0.000033	0.544420	0.000065	0.510286	0.000046	0.439539	0.000051	0.527637	0.000065	0.734754	0.000095	0.987831	0.000132	
840.000000	0.382449	0.000036	0.378644	0.000042	0.380983	0.000036	0.378379	0.000044	0.380286	0.000032	0.356026	0.000044	0.368419	0.000058	0.362079	0.000033	0.377555	0.000216	0.386524	0.000048	0.420042	0.000055	0.377339	0.000029	0.360174	0.000032	0.386614	0.000045	0.418325	0.000038	0.456793	0.000042	0.478390	0.000056	0.376999	0.000028	0.369434	0.000039	0.517660	0.000050	0.488962	0.000048	0.419852	0.000056	0.508317	0.000067	0.716245	0.000524	0.968069	0.000159	
850.000000	0.363901	0.000034	0.360102	0.000045	0.363318	0.000036	0.361285	0.000034	0.361524	0.000035	0.338989	0.000051	0.351446	0.000023	0.345729	0.000042	0.358120	0.000049	0.368175	0.000296	0.400387	0.000044	0.359829	0.000034	0.343180	0.000037	0.368542	0.000254	0.400056	0.000034	0.439103	0.000042	0.461161	0.000096	0.359734	0.000028	0.352331	0.000031	0.493617	0.000064	0.470658	0.000057	0.402116	0.000045	0.490987	0.000034	0.696534	0.000097	0.949760	0.000087	
860.000000	0.347681	0.000245	0.344155	0.000048	0.348388	0.000035	0.346768	0.000027	0.345795	0.000219	0.324130	0.000033	0.336990	0.000030	0.332115	0.000031	0.342505	0.000036	0.351834	0.000030	0.383700	0.000036	0.345104	0.000024	0.328883	0.000027	0.352470	0.000037	0.384645	0.000028	0.424143	0.000031	0.446409	0.000056	0.345030	0.000048	0.337976	0.000209	0.473408	0.000045	0.454630	0.000058	0.387823	0.000032	0.476415	0.000038	0.682019	0.000112	0.936273	0.000747	
870.000000	0.333533	0.000034	0.330865	0.000036	0.335534	0.000047	0.334771	0.000074	0.332020	0.000026	0.311647	0.000041	0.324471	0.000042	0.320684	0.000065	0.329171	0.000033	0.338108	0.000034	0.369515	0.000051	0.332561	0.000024	0.316881	0.000067	0.339279	0.000037	0.371409	0.000042	0.411215	0.000039	0.433716	0.000041	0.332640	0.000048	0.325057	0.000037	0.456154	0.000071	0.440907	0.000096	0.375094	0.000041	0.464219	0.000056	0.669390	0.000053	0.921809	0.000135	
880.000000	0.321614	0.000032	0.319203	0.000024	0.324212	0.000034	0.324521	0.000047	0.320397	0.000034	0.301184	0.000041	0.313998	0.000026	0.310689	0.000040	0.317934	0.000026	0.326726	0.000038	0.357325	0.000238	0.321497	0.000050	0.306653	0.000034	0.328307	0.000036	0.360977	0.000225	0.400562	0.000050	0.422849	0.000051	0.321842	0.000031	0.314480	0.000048	0.441368	0.000261	0.429106	0.000034	0.364499	0.000036	0.453739	0.000030	0.658118	0.000061	0.910927	0.000105	
890.000000	0.312398	0.000037	0.310030	0.000025	0.315699	0.000045	0.315913	0.000042	0.311333	0.000031	0.292816	0.000051	0.305793	0.000041	0.302641	0.000030	0.308948	0.000034	0.317518	0.000026	0.347152	0.000036	0.312974	0.000019	0.298355	0.000041	0.319126	0.000030	0.351104	0.000035	0.391572	0.000032	0.414605	0.000036	0.313204	0.000033	0.306040	0.000035	0.428860	0.000052	0.419351	0.000047	0.355998	0.000054	0.445398	0.000033	0.649607	0.000154	0.901431	0.000117	
900.000000	0.304551	0.000048	0.302229	0.000063	0.307982	0.000041	0.308484	0.000035	0.303357	0.000031	0.285749	0.000031	0.298330	0.000023	0.295556	0.000027	0.300890	0.000021	0.309535	0.000027	0.338351	0.000031	0.305061	0.000031	0.290870	0.000024	0.311578	0.000042	0.343133	0.000028	0.383402	0.000025	0.406915	0.000035	0.305955	0.000033	0.298450	0.000024	0.418126	0.000047	0.410894	0.000034	0.348206	0.000028	0.437568	0.000028	0.640906	0.000060	0.892960	0.000217	
910.000000	0.299138	0.000034	0.297293	0.000194	0.302728	0.000020	0.303390	0.000039	0.298182	0.000030	0.281565	0.000181	0.293253	0.000032	0.291085	0.000027	0.295938	0.000041	0.304053	0.000022	0.333068	0.000041	0.299998	0.000027	0.285896	0.000023	0.306252	0.000026	0.338080	0.000028	0.378478	0.000059	0.401895	0.000033	0.301007	0.000019	0.293622	0.000034	0.411199	0.000055	0.405266	0.000035	0.343436	0.000027	0.433216	0.000043	0.636699	0.000075	0.889722	0.000129	
920.000000	0.295249	0.000036	0.293321	0.000024	0.299350	0.000032	0.299990	0.000039	0.294623	0.000028	0.277746	0.000028	0.290015	0.000024	0.287910	0.000026	0.292391	0.000029	0.300665	0.000035	0.328827	0.000030	0.296424	0.000031	0.283146	0.000037	0.302926	0.000042	0.334729	0.000033	0.374816	0.000035	0.398531	0.000033	0.297797	0.000028	0.290415	0.000024	0.406830	0.000034	0.401570	0.000037	0.340554	0.000021	0.430816	0.000051	0.634824	0.000124	0.887909	0.000080	
930.000000	0.293964	0.000030	0.291533	0.000031	0.298218	0.000028	0.298975	0.000032	0.293506	0.000030	0.276490	0.000037	0.289006	0.000024	0.286721	0.000034	0.290919	0.000033	0.299113	0.000030	0.326895	0.000024	0.294882	0.000022	0.281636	0.000032	0.301388	0.000029	0.333067	0.000029	0.373700	0.000051	0.397403	0.000039	0.296191	0.000034	0.288979	0.000036	0.405339	0.000065	0.399533	0.000031	0.339004	0.000028	0.429808	0.000046	0.635716	0.000098	0.888424	0.000080	
940.000000	0.293232	0.000028	0.291154	0.000022	0.297650	0.000035	0.298227	0.000020	0.292987	0.000019	0.276240	0.000031	0.288650	0.000030	0.286298	0.000020	0.290434	0.000019	0.298408	0.000023	0.326412	0.000037	0.294196	0.000024	0.280963	0.000021	0.300819	0.000028	0.332611	0.000041	0.373541	0.000213	0.397027	0.000035	0.295933	0.000025	0.288350	0.000021	0.403496	0.000034	0.399045	0.000031	0.338612	0.000037	0.429694	0.000068	0.635523	0.000063	0.889893	0.000131	
950.000000	0.294513	0.000028	0.292305	0.000024	0.298448	0.000031	0.299386	0.000038	0.294278	0.000023	0.277587	0.000028	0.289897	0.000024	0.287603	0.000025	0.291632	0.000023	0.299864	0.000024	0.327726	0.000023	0.295589	0.000024	0.282016	0.000027	0.302392	0.000039	0.334086	0.000039	0.374074	0.000050	0.398708	0.000025	0.297142	0.000027	0.289734	0.000022	0.404487	0.000033	0.400656	0.000045	0.340150	0.000057	0.431682	0.000075	0.638236	0.000063	0.892187	0.000116	
960.000000	0.296830	0.000040	0.294550	0.000030	0.300677	0.000028	0.301497	0.000027	0.296778	0.000035	0.280114	0.000038	0.292078	0.000020	0.289881	0.000026	0.294608	0.000031	0.302396	0.000019	0.330399	0.000051	0.297930	0.000021	0.284734	0.000023	0.304847	0.000034	0.336491	0.000028	0.376761	0.000038	0.401275	0.000041	0.299899	0.000023	0.292394	0.000023	0.408296	0.000035	0.403670	0.000046	0.342967	0.000031	0.435590	0.000044	0.643439	0.000076	0.896848	0.000092	
970.000000	0.300530	0.000059	0.298027	0.000020	0.303993	0.000032	0.304625	0.000021	0.300448	0.000030	0.283460	0.000035	0.295572	0.000017	0.293401	0.000028	0.298282	0.000028	0.306422	0.000039	0.334266	0.000022	0.301742	0.000023	0.288524	0.000020	0.308743	0.000041	0.340557	0.000037	0.380575	0.000034	0.405496	0.000047	0.303464	0.000027	0.296184	0.000031	0.413849	0.000044	0.408132	0.000034	0.347115	0.000058	0.440429	0.000061	0.650061	0.000089	0.904170	0.000124	
980.000000	0.304195	0.000041	0.301454	0.000024	0.307399	0.000026	0.308073	0.000037	0.304056	0.000030	0.287412	0.000031	0.299135	0.000032	0.296651	0.000023	0.301733	0.000036	0.309961	0.000040	0.338156	0.000031	0.305214	0.000024	0.291492	0.000025	0.312483	0.000024	0.344016	0.000052	0.384327	0.000041	0.409107	0.000039	0.307194	0.000021	0.299673	0.000032	0.417647	0.000039	0.411815	0.000046	0.350936	0.000028	0.444359	0.000053	0.654255	0.000089	0.909244	0.000143	
990.000000	0.309282	0.000025	0.306639	0.000029	0.312282	0.000022	0.312660	0.000024	0.309082	0.000042	0.291953	0.000028	0.304011	0.000040	0.301455	0.000024	0.306909	0.000045	0.315221	0.000024	0.343592	0.000036	0.310210	0.000026	0.296163	0.000037	0.317876	0.000033	0.349133	0.000046	0.389278	0.000059	0.414454	0.000035	0.312087	0.000025	0.304669	0.000033	0.424602	0.000058	0.417408	0.000038	0.356370	0.000035	0.450960	0.000055	0.662150	0.000078	0.918237	0.000078	
1000.000000	0.313682	0.001045	0.311201	0.001128	0.316298	0.001119	0.317959	0.001315	0.311565	0.001216	0.295089	0.001100	0.306024	0.001079	0.303946	0.001103	0.308794	0.001168	0.317428	0.001055	0.347121	0.001127	0.312985	0.001097	0.299856	0.001273	0.319924	0.001104	0.351083	0.001326	0.389480	0.001457	0.419120	0.001706	0.315752	0.001016	0.308710	0.001002	0.426137	0.001288	0.419498	0.001584	0.359488	0.001019	0.452607	0.001306	0.662244	0.002134	0.913456	0.001844	
1010.000000	0.317324	0.001050	0.316147	0.001026	0.321494	0.001138	0.321733	0.001204	0.316728	0.001198	0.299742	0.001351	0.310366	0.001003	0.308051	0.001172	0.313606	0.001101	0.323189	0.001128	0.353122	0.001233	0.318712	0.001143	0.301924	0.001174	0.324444	0.001144	0.355417	0.001087	0.395656	0.001274	0.421415	0.001487	0.319577	0.001014	0.311344	0.000883	0.432341	0.001242	0.427271	0.001458	0.364842	0.001142	0.457547	0.001112	0.665431	0.001615	0.919987	0.002316	
1020.000000	0.321671	0.001057	0.319855	0.001018	0.325769	0.001054	0.325981	0.001143	0.321431	0.001169	0.304589	0.001253	0.312829	0.001123	0.311710	0.001094	0.318416	0.001085	0.327210	0.000973	0.356106	0.001052	0.322367	0.000960	0.307697	0.001182	0.328364	0.001031	0.359931	0.001076	0.400425	0.001244	0.423394	0.001408	0.322890	0.000931	0.315799	0.000968	0.437490	0.001418	0.430420	0.001304	0.368171	0.001101	0.462411	0.001284	0.671430	0.002014	0.922879	0.001893	
1030.000000	0.325451	0.001048	0.322783	0.001041	0.328542	0.001130	0.330590	0.001268	0.325119	0.001170	0.305525	0.001207	0.316845	0.001132	0.313420	0.001354	0.321421	0.001033	0.330685	0.001135	0.360815	0.001168	0.325236	0.001111	0.311819	0.001178	0.332461	0.001056	0.363666	0.001137	0.403683	0.001214	0.427174	0.001562	0.326719	0.000940	0.319141	0.000914	0.441190	0.001272	0.436976	0.001214	0.372038	0.001103	0.465930	0.001211	0.673500	0.001644	0.927207	0.002330	
1040.000000	0.328838	0.001044	0.327482	0.001059	0.331856	0.001360	0.332431	0.001077	0.327920	0.001186	0.309548	0.001278	0.320657	0.001291	0.316995	0.001226	0.325117	0.001024	0.333799	0.001062	0.364277	0.001048	0.328220	0.001017	0.313149	0.001043	0.335017	0.001049	0.365873	0.001124	0.407370	0.001294	0.429750	0.001677	0.330279	0.000957	0.321947	0.000905	0.445029	0.001313	0.437925	0.001464	0.375348	0.001117	0.468593	0.001133	0.678227	0.001550	0.928542	0.001887	
1050.000000	0.331538	0.001041	0.329741	0.001067	0.333660	0.001051	0.335028	0.001322	0.331255	0.001091	0.312774	0.001152	0.322426	0.001083	0.317670	0.001173	0.327549	0.001140	0.336558	0.001118	0.367386	0.001113	0.330600	0.000944	0.313840	0.001091	0.337463	0.001043	0.368738	0.001113	0.409155	0.001456	0.431712	0.001290	0.332765	0.000950	0.324350	0.000893	0.446975	0.001339	0.441115	0.001453	0.377698	0.001049	0.472435	0.001187	0.680671	0.001550	0.933368	0.001854	
1060.000000	0.333813	0.001047	0.331115	0.001149	0.336954	0.001311	0.336254	0.001262	0.332591	0.001327	0.315735	0.001387	0.323976	0.001151	0.320094	0.001211	0.329653	0.001183	0.338842	0.001233	0.369376	0.001111	0.333717	0.001101	0.317694	0.001066	0.340247	0.001021	0.371742	0.001131	0.410648	0.001367	0.434793	0.001320	0.334605	0.000968	0.326631	0.000931	0.449185	0.001262	0.442781	0.001314	0.379860	0.001224	0.474375	0.001223	0.683535	0.001590	0.936768	0.001856	
1070.000000	0.335274	0.001134	0.333493	0.001062	0.337729	0.001196	0.339345	0.000980	0.334579	0.001101	0.315730	0.001217	0.326479	0.000980	0.322286	0.001135	0.330517	0.001185	0.340371	0.001100	0.370824	0.001271	0.334457	0.001297	0.317060	0.001099	0.341001	0.001094	0.373193	0.001046	0.412574	0.001437	0.436385	0.001197	0.335968	0.001028	0.327974	0.000932	0.449928	0.001248	0.444941	0.001318	0.380656	0.001140	0.475429	0.001077	0.684158	0.001550	0.937460	0.001896	
1080.000000	0.336096	0.001072	0.333831	0.001130	0.338614	0.000996	0.338686	0.001159	0.334998	0.001209	0.316515	0.001230	0.326541	0.001008	0.321367	0.001191	0.331336	0.001068	0.341128	0.001028	0.370538	0.001144	0.335174	0.001004	0.319503	0.001098	0.341878	0.001068	0.373544	0.001102	0.412263	0.001294	0.436382	0.001364	0.337229	0.000965	0.328736	0.001004	0.449625	0.001212	0.445533	0.001401	0.382188	0.001143	0.476190	0.001263	0.685610	0.001595	0.942076	0.002084	
1090.000000	0.335425	0.001088	0.333393	0.001098	0.338985	0.001043	0.338519	0.001315	0.334198	0.001075	0.316931	0.001202	0.325966	0.001155	0.323146	0.001159	0.331591	0.001107	0.341023	0.000971	0.371300	0.001184	0.334752	0.001088	0.319192	0.000960	0.341973	0.001095	0.373308	0.001043	0.412949	0.001238	0.435558	0.001623	0.335991	0.000920	0.328580	0.000839	0.449532	0.001255	0.445206	0.001248	0.381486	0.001157	0.475787	0.001137	0.685902	0.001540	0.939386	0.001836	
1100.000000	0.328998	0.001846	0.327453	0.002090	0.332093	0.002707	0.329980	0.001724	0.322936	0.001853	0.305334	0.002347	0.313064	0.002187	0.313228	0.001707	0.321857	0.001740	0.330789	0.001404	0.363356	0.002279	0.329966	0.002444	0.311294	0.001567	0.330242	0.001932	0.359987	0.002212	0.400206	0.001698	0.422881	0.002043	0.326699	0.001418	0.317346	0.001930	0.436060	0.002505	0.437763	0.002175	0.370464	0.001706	0.462583	0.001598	0.665705	0.002461	0.916892	0.002920	
1110.000000	0.328631	0.002131	0.324711	0.001339	0.327335	0.001888	0.329756	0.001492	0.324168	0.001801	0.309530	0.001265	0.312810	0.002159	0.314117	0.001541	0.322939	0.001415	0.329675	0.001774	0.360820	0.001389	0.323193	0.001775	0.309765	0.001339	0.332366	0.001257	0.362673	0.001543	0.402183	0.001577	0.421593	0.002209	0.327249	0.001346	0.316792	0.001586	0.438806	0.001589	0.433957	0.001672	0.371659	0.001490	0.463356	0.001547	0.669565	0.001935	0.918535	0.002410	
1120.000000	0.328452	0.001295	0.326012	0.001231	0.330686	0.001248	0.331317	0.001448	0.326290	0.001260	0.309805	0.001354	0.317948	0.001264	0.314683	0.001303	0.322602	0.001247	0.330773	0.001191	0.359891	0.001508	0.324779	0.001275	0.309971	0.001140	0.332348	0.001233	0.362309	0.001294	0.400640	0.001471	0.427623	0.001413	0.326108	0.001130	0.319024	0.001107	0.438839	0.002065	0.437257	0.002334	0.370956	0.001341	0.463336	0.001236	0.668752	0.001756	0.914720	0.002331	
1130.000000	0.327410	0.001164	0.327653	0.001560	0.329614	0.001104	0.331279	0.001372	0.326383	0.001146	0.308845	0.001131	0.318192	0.001125	0.313884	0.001357	0.322462	0.001162	0.330864	0.001059	0.360860	0.001182	0.325258	0.001226	0.308599	0.001084	0.331966	0.001095	0.363288	0.001318	0.402103	0.001431	0.424487	0.001412	0.327037	0.001044	0.318861	0.000955	0.435506	0.001369	0.432193	0.001517	0.370308	0.001232	0.463906	0.001300	0.668310	0.002021	0.916631	0.002553	
1140.000000	0.327028	0.001048	0.325577	0.001056	0.329976	0.001038	0.329344	0.001089	0.326174	0.001076	0.307300	0.001405	0.317415	0.001082	0.314892	0.001306	0.323256	0.001020	0.331593	0.001031	0.359991	0.001098	0.324968	0.001081	0.309323	0.001204	0.332935	0.001030	0.363094	0.001142	0.401972	0.001385	0.424931	0.001296	0.326814	0.000958	0.319637	0.000987	0.436460	0.001242	0.433225	0.001343	0.371021	0.001140	0.463522	0.001217	0.671242	0.001911	0.917877	0.001959	
1150.000000	0.327597	0.001124	0.326430	0.000960	0.330796	0.000976	0.330256	0.001109	0.327275	0.001037	0.309889	0.001144	0.318061	0.001080	0.314341	0.001472	0.323553	0.000943	0.332287	0.000977	0.361647	0.001190	0.325386	0.001136	0.310251	0.001122	0.333484	0.000979	0.364777	0.001175	0.402525	0.001160	0.425841	0.001339	0.327475	0.000903	0.320276	0.000872	0.437024	0.001193	0.434693	0.001073	0.372560	0.001043	0.464849	0.001086	0.672469	0.001510	0.920351	0.002147	
1160.000000	0.328904	0.000975	0.327306	0.000904	0.331458	0.000971	0.328636	0.001466	0.327905	0.000935	0.310755	0.000963	0.319531	0.000932	0.312646	0.001382	0.324653	0.000921	0.333587	0.000968	0.362548	0.000971	0.326442	0.001093	0.315287	0.001543	0.335049	0.001022	0.365022	0.001082	0.406397	0.001749	0.426304	0.001385	0.329082	0.000859	0.321569	0.000784	0.437771	0.001102	0.434376	0.001156	0.373718	0.000943	0.466678	0.000956	0.674435	0.001403	0.923040	0.001777	
1170.000000	0.329858	0.000900	0.327995	0.000956	0.332788	0.000937	0.332338	0.001126	0.328431	0.000865	0.312152	0.000918	0.321332	0.000855	0.318762	0.001033	0.326227	0.000864	0.334235	0.000871	0.364331	0.000901	0.328822	0.000933	0.312745	0.000910	0.336087	0.000889	0.366266	0.000906	0.404859	0.001014	0.429275	0.001175	0.330591	0.000808	0.322669	0.000787	0.439860	0.001130	0.437453	0.001074	0.374999	0.000943	0.468465	0.001027	0.677187	0.001441	0.925758	0.001822	
1180.000000	0.330751	0.000869	0.328461	0.000907	0.334019	0.000893	0.333715	0.000844	0.329709	0.000900	0.313052	0.000815	0.321008	0.000929	0.316002	0.001026	0.327081	0.000861	0.335802	0.000825	0.364793	0.000968	0.329925	0.000808	0.315525	0.000896	0.337861	0.000891	0.368171	0.000960	0.406191	0.001087	0.430217	0.001130	0.332081	0.000778	0.323550	0.000793	0.440836	0.001049	0.437311	0.001165	0.375889	0.000898	0.471350	0.001165	0.682403	0.002272	0.927373	0.001976	
